Index,Model,Price,specs,gen,Core_Thread,RAM,Storage,Graphics,display,os,Warranty
355,Lenovo V14-IGL Laptop (Celeron N4020/ 4GB/ 1TB HDD/ Win11 Home),"₹22,999",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
356,Acer Predator Helios 300 PH315-55 Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,59,990",76,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
357,Acer Nitro 5 AN515-45 Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,990",69,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
358,HP 14s-dy2508TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,399",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
359,Asus VivoBook Pro 15 OLED K6500ZE-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹92,990",69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
360,Acer Nitro AN515-57 UN.QEHSI.003 Gaming Laptop (Intel Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,990",67,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
361,Asus VivoBook 14 2022 X1402ZA-EK312WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹47,990",61,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
362,Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,49,990",,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
363,HP Envy x360 13-bf0059TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,04,990",68,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
364,Asus ZenBook Pro Duo 14 OLED 2022 UX8402ZE-M711WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,59,990",81,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"14.5 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
365,Dell Vostro 3425 D552305WIN9BE Laptop (AMD Ryzen 3 5425U/ 8GB/ 256GB/ Win11 Home),"₹38,785",,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
366,Lenovo IdeaPad Gaming 3 15IAH7 82S900RAIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,990",74,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
367,Lenovo Ideapad Slim 3i 81WQ00NXIN Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),"₹28,490",,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
368,Dell Inspiron 3525 Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB 256GB SSD/ Win11),"₹38,990",60,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
369,MSI Thin GF63 11UC-866IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹65,590",69,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
370,Lenovo Ideapad Gaming 3 82K201UMIN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 / 4GB Graph),"₹79,990",67,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
371,Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop (Ryzen 9 5900HX/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹90,480",,5th Gen AMD Ryzen 9  5900HX,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
372,Lenovo Yoga 7 Flip 82QE009SIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,12,990",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
373,Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop (AMD Ryzen 9 6900HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,99,990",87,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB AMD Radeon RX 6800S,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
374,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,98,589",,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
375,MSI Thin GF63 11UC-867IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹58,990",67,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
376,HP Pavilion x360 14-ek0092TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹91,990",61,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
377,Asus TUF Gaming A17 FA706IC-HX036W Laptop (Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹73,490",68,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
378,HP 15s-fq2672TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,500",61,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
379,HP 15s-fq2674TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
380,Acer Predator Helios 500 Ph517-52 Gaming Laptop (11th Gen Core i9/ 64GB/ 2TB SSD/ 1TB HDD/Win10 Home/ 16GB Graph),"₹4,32,159",,11th Gen Intel Core i9 11980HK,"Octa Core, 16 Threads",64 GB DDR4 RAM,1 TB Hard Disk,2 TB SSD,16 GB NVIDIA GeForce RTX 3080,"17.3 inches, 3840 x 2160 pixels",Windows 10 OS
381,Lenovo Ideapad Gaming 3 82K201UNIN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹89,350",75,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
382,HP Pavilion 14s- fy1003AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹50,499",61,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
383,HP Victus 16-E0301Ax Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹66,490",72,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
384,LG Gram 17 17Z90Q-G.AJ55A2 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹87,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
385,HP Spectre x360 13-ef0053TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,28,249",74,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.5 inches, 3000 x 2000 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
386,Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹76,490",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
387,Dell Inspiron 7620 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹88,490",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
388,Dell Inspiron 7420 2-in-1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹1,02,990",63,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
389,Lenovo ThinkBook 15 21A4A09SIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11),"₹39,500",,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
390,Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,81,990",68,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
391,Infinix INBook X1 Slim XL21 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹37,990",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
392,Infinix INBook X1 Slim Series XL21 Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),"₹35,990",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,256 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
393,Infinix INBook X1 Slim Series XL21 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹54,990",,10th Gen Intel Core i7 1065G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
394,HP Omen 16-b1350TX Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,22,000",74,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
395,MSI Thin GF63 11UC-850IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹71,200",72,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA Geforce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
396,HP Pavilion 15s-FQ5009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹60,500",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
397,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
398,Dell Inspiron 5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹79,990",73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
399,Lenovo IdeaPad 3 15IGL05 81WQ00MQIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹29,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD 600,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
400,Asus Vivobook S14 OLED S3402ZA-KM701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹84,990",72,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
401,Acer Extensa EX215-31 Laptop (Intel Pentium N5030/ 4GB/ 256GB SSD/ Win11),"₹22,900",,Intel Pentium  N5030,Quad Core,4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD 605,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
402,Dell G15-5511 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹67,990",67,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
403,Asus VivoBook 14 X415JA-EB501WS Laptop (10th Gen Core i5/ 8GB/ 1TB HDD/ Win11),"₹41,990",,10th Gen Intel Core i5 1035G1 ,"Quad Core, 8 Threads",8 GB DDR4  RAM,1 TB Hard Disk, Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
404,HP Pavilion 14-EC1019AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹63,990",60,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
405,Asus VivoBook 14 2021 X415MA-BV011W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹23,990",,This Renewed product is tested to work and look like new with minimal to no signs of wea…,Processor: Intel Celeron N4020,Memory: 4GB DDR4 SO-DIMM with,Storage: 256GB M.2 NVMe PCIe 3.0 SSD,Display: 14.0-inch (35.56 cm) HD (1366 x 768) 16:9 aspect ratio LED Backlit 200nits,Graphics: Integrated Intel UHD Graphics 600,,
406,Acer Nitro AN515-57 NH.QEHSI.001 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,513",65,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
407,HP 14-ed0007qu Laptop (Snapdragon 7c Gen 2/ 8GB/ 128GB eMMC/ Win11 Home),"₹34,500",,Qualcomm Snapdragon 7c Gen 2,Octa Core,8 GB LPDDR4X RAM,Qualcomm Adreno 618 ,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty,Backlit Keyboard
408,HP Envy 15-ep1085TX Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,14,490",78,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"15.6 inches, 3840 x 2160 pixels, Touch Screen",Windows OS,1 Year Warranty
409,Dell Latitude 3420 Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win10 Pro),"₹76,800",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 10  OS
410,HP Elitebook 830 G6 Laptop (8th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),"₹1,65,999",74,8th Gen Intel Core i7 8565U,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB SSD,Intel UHD 620,"13.3 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
411,Asus TUF Gaming F15 FX577ZE-HN056W Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹98,400",74,12th Gen Intel Core i7 12700H ,"Octa Core, 20 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB ‎NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
412,Dell Inspiron 3521 Laptop (Pentium N5030/ 8GB/ 256GB SSD/ Win11 Home),"₹31,734",,Intel Pentium  N5030,Quad Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
413,HP Pavilion 15-eh2024AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹62,510",,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
414,Lenovo V15 82KBA020IH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ FreeDOS),"₹36,999",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
415,HP 240 G8 Laptop (11th Gen Core i5/ 8GB/ 512 GB SSD/ Windows 10 Pro),"₹60,618",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
416,Asus Vivobook M515DA-BQ722WS Laptop (Ryzen 7-3700U/ 16GB/ 512GB SSD/ Win11 Home),"₹51,590",,3rd Gen AMD Ryzen 7  3700U,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
417,HP 14s-dr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹59,494",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
418,HP Pavilion 15-eh2018AU Laptop (Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),"₹55,200",60,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
419,HP 15s-fq2626TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹39,500",,11th Gen Intel Core i3 1125G4 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
420,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,09,990",68,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
421,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,19,990",69,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
422,Samsung Galaxy Book2 360 13 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,03,990",68,12th Gen Intel Core i7 1255U ,"Octa Core, 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
423,Dell Vostro 3510 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹57,200",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
424,Samsung Galaxy Book2 Pro 360 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,10,990",72,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1080 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
425,HP 14s-dq3033TU Laptop (Pentium N6000/ 8GB/ 256GB SSD/ Win11),"₹26,909",,Intel Pentium Silver N6000 ,"Quad Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
426,HP 15s-fr2508TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,150",,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
427,Dell Inspiron 3511 Laptop (11th Gen Core i3/ 16GB/ 1TB 256GB SSD/ Win11),"₹44,999",,11th Gen Intel Core i3,16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated INTEL,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
428,Apple MacBook Air 2020 Z124J002KD Laptop (Apple M1/ 16GB/ 512GB/ MacOS),"₹1,26,990",,Apple M1 Apple M1 Chip,Octa Core (4P + 4E),16 GB DDR4 RAM,512 GB SSD,Apple M1 Integrated Graphics,"13.3 inches, 2560 x 1600 pixels, Touch Screen",Mac OS,1 Year Warranty
429,MSI Delta 15 A5EFK-083IN Gaming Laptop (Ryzen 9 5900HX/ 16 GB/ 1TB SSD/ Win11 Home/ 10GB Graph),"₹1,29,990",75,5th Gen AMD Ryzen 9  5900HX,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,10 GB AMD Radeon RX 6700M,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
430,HP 15s- fq4021TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹55,499",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
